"id","lab","condition","lang_group","rt_congruent","rt_incongruent","acc_congruent","acc_incongruent","interference","effort","difficulty","tiredness","frustration"
"S2020","Yusainy","depletion","NonEnglish",0.5256,0.7107,0.96,0.73,0.1851,7,5,2,1
"S2021","Yusainy","depletion","NonEnglish",0.526,0.7611,1,0.99,0.2351,6,3,7,4
"S2022","Yusainy","control","NonEnglish",0.5274,0.7187,0.99,0.98,0.1913,5,3,2,1
"S2023","Yusainy","control","NonEnglish",0.5279,0.9108,1,0.91,0.383,4,2,5,4
"S2024","Yusainy","control","NonEnglish",0.5284,0.8857,0.99,0.97,0.3573,2,2,3,2
"S2025","Yusainy","depletion","NonEnglish",0.536,0.7828,1,0.82,0.2469,6,4,4,4
"S2026","Yusainy","depletion","NonEnglish",0.5365,0.8874,1,0.97,0.3509,5,3,3,1
"S2027","Yusainy","depletion","NonEnglish",0.5372,0.8327,1,0.92,0.2955,3,4,3,2
"S2028","Yusainy","depletion","NonEnglish",0.5376,0.7895,1,0.77,0.2519,5,1,1,1
"S2029","Yusainy","depletion","NonEnglish",0.541,0.7725,1,0.99,0.2315,5,5,3,4
"S2030","Yusainy","control","NonEnglish",0.5432,0.8158,1,0.65,0.2726,5,2,1,1
"S2031","Yusainy","control","NonEnglish",0.5463,0.8523,0.99,0.84,0.306,5,2,2,1
"S2032","Yusainy","control","NonEnglish",0.5464,0.8454,1,0.69,0.299,7,5,4,2
"S2033","Yusainy","depletion","NonEnglish",0.5492,0.7553,1,0.87,0.2061,5,6,3,4
"S2034","Yusainy","control","NonEnglish",0.5517,0.8669,1,0.92,0.3152,6,2,1,1
"S2035","Yusainy","depletion","NonEnglish",0.5538,0.7558,0.99,0.99,0.2021,2,2,2,2
"S2036","Yusainy","control","NonEnglish",0.5549,0.8866,1,0.79,0.3317,4,3,2,1
"S2037","Yusainy","depletion","NonEnglish",0.5564,0.8742,1,0.89,0.3179,3,4,3,2
"S2038","Yusainy","depletion","NonEnglish",0.5575,0.777,1,0.93,0.2195,5,3,2,5
"S2039","Yusainy","control","NonEnglish",0.5594,0.8762,1,0.99,0.3168,6,3,3,2
"S2040","Yusainy","control","NonEnglish",0.5597,0.8784,1,0.87,0.3188,3,2,2,1
"S2041","Yusainy","control","NonEnglish",0.5619,0.9179,1,0.7,0.356,3,3,4,1
"S2042","Yusainy","control","NonEnglish",0.5621,0.8526,1,0.94,0.2905,6,2,3,1
"S2043","Yusainy","control","NonEnglish",0.5638,0.8515,0.99,0.9,0.2877,7,2,3,2
"S2044","Yusainy","depletion","NonEnglish",0.567,0.7846,1,0.96,0.2176,7,2,4,2
"S2045","Yusainy","control","NonEnglish",0.5671,0.8968,1,0.89,0.3297,4,3,4,2
"S2046","Yusainy","control","NonEnglish",0.574,0.8554,1,1,0.2815,2,1,2,2
"S2047","Yusainy","control","NonEnglish",0.5759,0.838,1,0.96,0.2621,2,2,3,1
"S2048","Yusainy","control","NonEnglish",0.5808,0.8605,1,0.93,0.2798,5,2,3,3
"S2049","Yusainy","depletion","NonEnglish",0.5826,0.8149,1,0.86,0.2324,6,3,4,2
"S2050","Yusainy","control","NonEnglish",0.5835,0.7574,1,0.95,0.1739,4,3,4,2
"S2051","Yusainy","depletion","NonEnglish",0.5852,0.82,1,0.91,0.2349,7,4,3,3
"S2052","Yusainy","control","NonEnglish",0.5902,0.8611,1,0.95,0.2708,3,3,2,1
"S2053","Yusainy","depletion","NonEnglish",0.5907,0.9468,0.98,0.83,0.3561,6,4,5,5
"S2054","Yusainy","control","NonEnglish",0.5913,0.8136,1,0.94,0.2222,4,5,4,5
"S2055","Yusainy","depletion","NonEnglish",0.5918,0.9617,1,0.71,0.3699,7,2,4,1
"S2056","Yusainy","control","NonEnglish",0.5928,0.8129,1,0.95,0.2201,3,2,1,1
"S2057","Yusainy","depletion","NonEnglish",0.5929,0.967,1,0.87,0.3741,6,4,4,2
"S2058","Yusainy","depletion","NonEnglish",0.5939,0.9871,1,0.96,0.3932,5,4,1,1
"S2059","Yusainy","depletion","NonEnglish",0.5984,0.8302,1,0.96,0.2318,6,4,3,3
"S2060","Yusainy","depletion","NonEnglish",0.5989,0.9257,1,0.94,0.3267,2,3,1,1
"S2061","Yusainy","depletion","NonEnglish",0.5998,0.9133,1,0.99,0.3135,4,3,3,2
"S2062","Yusainy","depletion","NonEnglish",0.6028,0.9232,1,0.82,0.3204,2,3,1,2
"S2063","Yusainy","control","NonEnglish",0.603,0.7769,1,0.98,0.174,7,1,3,2
"S2064","Yusainy","control","NonEnglish",0.6045,1.0593,1,0.87,0.4549,6,5,4,5
"S2065","Yusainy","control","NonEnglish",0.6049,0.9736,1,0.94,0.3687,5,2,2,1
"S2066","Yusainy","depletion","NonEnglish",0.6061,0.8582,1,0.96,0.2521,7,3,3,3
"S2067","Yusainy","depletion","NonEnglish",0.6062,0.882,1,1,0.2759,4,3,5,2
"S2068","Yusainy","depletion","NonEnglish",0.607,0.9225,1,1,0.3156,7,3,3,2
"S2069","Yusainy","depletion","NonEnglish",0.6105,0.794,1,0.96,0.1834,4,4,3,2
"S2070","Yusainy","control","NonEnglish",0.6125,0.8088,1,0.95,0.1964,2,2,5,4
"S2071","Yusainy","control","NonEnglish",0.6134,0.8083,1,0.97,0.1949,5,3,3,3
"S2072","Yusainy","control","NonEnglish",0.6159,0.8842,1,0.91,0.2683,4,3,4,2
"S2073","Yusainy","depletion","NonEnglish",0.6161,0.9923,1,0.64,0.3762,5,4,4,2
"S2074","Yusainy","depletion","NonEnglish",0.6178,0.8351,1,0.85,0.2173,6,3,3,1
"S2075","Yusainy","depletion","NonEnglish",0.6201,0.9473,1,0.99,0.3272,3,2,2,2
"S2076","Yusainy","depletion","NonEnglish",0.6202,0.926,1,0.94,0.3058,5,4,4,4
"S2077","Yusainy","depletion","NonEnglish",0.6202,0.955,1,0.96,0.3348,4,4,1,2
"S2078","Yusainy","depletion","NonEnglish",0.6232,1.0437,1,0.97,0.4205,6,3,2,1
"S2079","Yusainy","control","NonEnglish",0.6241,0.9392,1,0.89,0.3151,5,3,4,2
"S2080","Yusainy","control","NonEnglish",0.6259,0.9782,1,0.69,0.3524,3,3,5,1
"S2081","Yusainy","depletion","NonEnglish",0.6273,0.9929,1,0.97,0.3656,5,3,2,1
"S2082","Yusainy","control","NonEnglish",0.6277,0.903,1,0.97,0.2753,3,3,4,3
"S2083","Yusainy","depletion","NonEnglish",0.6312,0.8801,1,0.99,0.2489,5,3,4,3
"S2084","Yusainy","control","NonEnglish",0.6332,0.902,1,0.96,0.2689,2,1,2,1
"S2085","Yusainy","depletion","NonEnglish",0.6334,0.9271,1,0.93,0.2937,7,2,2,1
"S2086","Yusainy","control","NonEnglish",0.6344,0.8811,0.98,0.74,0.2466,3,2,3,2
"S2087","Yusainy","control","NonEnglish",0.6367,0.8999,1,0.95,0.2632,5,4,2,2
"S2088","Yusainy","depletion","NonEnglish",0.638,0.9393,1,0.95,0.3013,5,1,3,4
"S2089","Yusainy","depletion","NonEnglish",0.6384,0.9069,0.99,0.89,0.2685,5,3,3,3
"S2090","Yusainy","depletion","NonEnglish",0.6391,0.8834,1,0.94,0.2442,7,6,5,4
"S2091","Yusainy","depletion","NonEnglish",0.6497,0.9221,1,0.97,0.2724,7,1,1,1
"S2092","Yusainy","depletion","NonEnglish",0.6512,1.0131,1,0.98,0.3618,3,3,2,1
"S2093","Yusainy","depletion","NonEnglish",0.6597,1.0259,1,0.97,0.3662,7,3,6,1
"S2094","Yusainy","depletion","NonEnglish",0.6679,1.1504,1,0.93,0.4825,4,4,2,1
"S2095","Yusainy","depletion","NonEnglish",0.668,0.9472,1,0.94,0.2792,5,2,3,2
"S2096","Yusainy","depletion","NonEnglish",0.6723,1.0696,1,0.99,0.3973,6,5,2,1
"S2097","Yusainy","depletion","NonEnglish",0.675,0.9946,1,0.98,0.3196,5,4,3,2
"S2098","Yusainy","control","NonEnglish",0.6795,0.8339,1,1,0.1545,2,1,1,3
"S2099","Yusainy","control","NonEnglish",0.6804,0.992,1,0.99,0.3115,2,1,1,1
"S2100","Yusainy","depletion","NonEnglish",0.6806,0.8066,1,1,0.126,7,4,2,1
"S2101","Yusainy","depletion","NonEnglish",0.6826,0.8998,1,1,0.2172,6,3,4,1
"S2102","Yusainy","control","NonEnglish",0.6837,1.0132,0.99,0.95,0.3296,3,1,2,1
"S2103","Yusainy","control","NonEnglish",0.6881,0.9916,1,1,0.3034,2,1,1,1
"S2104","Yusainy","depletion","NonEnglish",0.6897,0.9899,1,0.97,0.3002,6,6,1,1
"S2105","Yusainy","depletion","NonEnglish",0.6991,0.9015,0.99,0.93,0.2024,7,5,5,3
"S2106","Yusainy","control","NonEnglish",0.7085,1.0092,1,0.98,0.3007,2,2,3,2
"S2107","Yusainy","depletion","NonEnglish",0.7086,0.9761,1,0.99,0.2675,5,2,2,1
"S2108","Yusainy","depletion","NonEnglish",0.7092,1.0348,1,0.98,0.3256,3,2,1,1
"S2109","Yusainy","control","NonEnglish",0.7156,1.04,1,0.89,0.3245,2,1,1,1
"S2110","Yusainy","depletion","NonEnglish",0.7158,0.9287,1,0.94,0.213,3,2,5,6
"S2111","Yusainy","depletion","NonEnglish",0.7219,1.0383,1,0.98,0.3164,6,3,1,1
"S2112","Yusainy","depletion","NonEnglish",0.7242,1.0227,0.98,0.98,0.2985,3,3,5,2
"S2113","Yusainy","depletion","NonEnglish",0.7396,1.1022,1,0.98,0.3627,3,3,3,1
"S2114","Yusainy","depletion","NonEnglish",0.7462,1.1341,1,0.98,0.3878,6,5,4,3
"S2115","Yusainy","control","NonEnglish",0.7479,1.0954,0.98,0.93,0.3475,2,2,1,1
"S2116","Yusainy","control","NonEnglish",0.7504,0.9214,1,0.95,0.171,4,1,3,1
"S2117","Yusainy","control","NonEnglish",0.7566,0.9807,1,0.97,0.2241,5,2,4,1
"S2118","Yusainy","control","NonEnglish",0.7598,1.0195,1,0.96,0.2597,3,2,1,1
"S2119","Yusainy","depletion","NonEnglish",0.7598,1.1398,1,0.91,0.3799,5,3,2,2
"S2120","Yusainy","depletion","NonEnglish",0.7637,1.0813,1,0.95,0.3176,6,4,3,4
"S2121","Yusainy","depletion","NonEnglish",0.7651,0.941,0.99,0.89,0.1758,5,4,4,1
"S2122","Yusainy","depletion","NonEnglish",0.766,1.137,1,0.98,0.3711,6,5,2,5
"S2123","Yusainy","depletion","NonEnglish",0.768,1.0531,1,0.91,0.2851,3,5,5,5
"S2124","Yusainy","control","NonEnglish",0.7712,1.0846,1,1,0.3134,2,1,2,1
"S2125","Yusainy","control","NonEnglish",0.7718,1.0361,1,0.95,0.2643,5,2,2,1
"S2126","Yusainy","depletion","NonEnglish",0.7779,1.079,1,0.98,0.3012,6,3,4,2
"S2127","Yusainy","control","NonEnglish",0.7927,1.1383,1,0.99,0.3456,2,1,1,1
"S2128","Yusainy","depletion","NonEnglish",0.8128,1.0807,1,0.98,0.2679,2,4,1,2
"S2129","Yusainy","depletion","NonEnglish",0.8296,1.0052,1,1,0.1757,6,5,1,1
"S2130","Yusainy","control","NonEnglish",0.8402,1.043,0.98,0.98,0.2028,3,4,5,2
"S2131","Yusainy","control","NonEnglish",0.844,1.0735,1,0.99,0.2295,2,1,2,2
"S2132","Yusainy","control","NonEnglish",0.8492,1.15,1,1,0.3008,3,2,4,3
"S2133","Yusainy","depletion","NonEnglish",0.8597,1.1804,1,0.98,0.3207,4,4,2,2
"S2134","Yusainy","control","NonEnglish",0.8668,1.0715,1,0.98,0.2046,3,3,2,1
"S2135","Yusainy","depletion","NonEnglish",0.8672,1.0916,1,0.96,0.2244,3,4,3,4
"S2136","Yusainy","control","NonEnglish",0.8686,1.1129,1,0.99,0.2443,3,3,6,4
"S2137","Yusainy","control","NonEnglish",0.8745,1.1223,0.99,0.91,0.2479,2,2,2,3
"S2138","Yusainy","depletion","NonEnglish",0.8806,1.1427,1,0.97,0.2621,5,2,4,3
"S2139","Yusainy","control","NonEnglish",0.8879,1.0984,1,0.98,0.2105,2,1,2,1
"S2140","Yusainy","control","NonEnglish",0.907,1.014,1,0.98,0.1071,2,2,2,3
"S2141","Yusainy","control","NonEnglish",1.0051,1.1937,1,0.99,0.1886,1,1,2,1
